gene_id	gene_name	transcript_size
ENSG00000196739.14	COL27A1	7790
ENSG00000229314.5	ORM1	802
ENSG00000228278.3	ORM2	760
ENSG00000106948.16	AKNA	7380
ENSG00000095397.13	DFNB31	3566
ENSG00000136888.6	ATP6V1G1	1080
ENSG00000157693.14	C9orf91	4578
ENSG00000181634.7	TNFSF15	6687
ENSG00000106952.7	TNFSF8	1906
ENSG00000041982.15	TNC	7641
ENSG00000173077.14	DEC1	2656
ENSG00000182752.9	PAPPA	10959
ENSG00000148219.16	ASTN2	4747
ENSG00000119401.10	TRIM32	3717
ENSG00000136869.13	TLR4	4844
ENSG00000078725.12	BRINP1	3202
ENSG00000136861.17	CDK5RAP2	6235
ENSG00000106780.8	MEGF9	6298
ENSG00000119402.16	FBXW2	9138
ENSG00000095261.13	PSMD5	3443
ENSG00000119403.13	PHF19	4241
ENSG00000056558.10	TRAF1	6324
ENSG00000106804.7	C5	5465
ENSG00000119397.16	CNTRL	7660
ENSG00000119396.10	RAB14	4145
ENSG00000148180.17	GSN	6454
ENSG00000148175.12	STOM	3010
ENSG00000136848.16	DAB2IP	6784
ENSG00000175764.14	TTLL11	3250
ENSG00000119421.6	NDUFA8	844
ENSG00000185681.12	MORN5	705
ENSG00000106852.15	LHX6	3587
ENSG00000119446.13	RBM18	4974
ENSG00000148187.17	MRRF	9826
ENSG00000095303.14	PTGS1	5375
ENSG00000136834.3	OR1J1	969
ENSG00000197233.7	OR1J2	942
ENSG00000239590.1	OR1J4	942
ENSG00000171505.5	OR1N1	939
ENSG00000171501.8	OR1N2	1103
ENSG00000171496.3	OR1L8	930
ENSG00000165202.3	OR1Q1	945
ENSG00000171484.4	OR1B1	957
ENSG00000280094.1	OR1B1	995
ENSG00000173679.2	OR1L1	1083
ENSG00000171481.3	OR1L3	975
ENSG00000136939.1	OR1L4	936
ENSG00000171459.3	OR1L6	1044
ENSG00000148215.4	OR5C1	963
ENSG00000136940.13	PDCL	2813
ENSG00000165204.3	OR1K1	951
ENSG00000056586.15	RC3H2	9248
ENSG00000186130.4	ZBTB6	4106
ENSG00000171448.8	ZBTB26	4443
ENSG00000011454.16	RABGAP1	4997
ENSG00000188394.6	GPR21	1170
ENSG00000165209.18	STRBP	6161
ENSG00000148204.11	CRB2	5550
ENSG00000119522.15	DENND1A	5010
ENSG00000106689.10	LHX2	2554
ENSG00000119408.16	NEK6	3619
ENSG00000136930.12	PSMB7	980
ENSG00000180264.10	ADGRD2	3244
ENSG00000136931.9	NR5A1	3104
ENSG00000148200.16	NR6A1	7031
ENSG00000185585.19	OLFML2A	6425
ENSG00000136918.7	WDR38	1323
ENSG00000136942.14	RPL35	785
ENSG00000136950.13	ARPC5L	2507
ENSG00000136935.13	GOLGA1	4811
ENSG00000173611.17	SCAI	12079
ENSG00000119414.11	PPP6C	4349
ENSG00000136933.16	RABEPK	2450
ENSG00000044574.7	HSPA5	3908
ENSG00000165219.21	GAPVD1	8923
ENSG00000119487.16	MAPKAP1	3395
ENSG00000167081.16	PBX3	2902
ENSG00000196814.14	MVB12B	4819
ENSG00000136944.17	LMX1B	5809
ENSG00000169155.9	ZBTB43	5965
ENSG00000177125.5	ZBTB34	6564
ENSG00000136828.18	RALGPS1	6336
ENSG00000136859.9	ANGPTL2	3707
ENSG00000136895.18	GARNL3	4816
ENSG00000136856.17	SLC2A8	2172
ENSG00000196152.10	ZNF79	2194
ENSG00000197958.12	RPL12	2275
ENSG00000148356.13	LRSAM1	3376
ENSG00000136830.11	FAM129B	3957
ENSG00000136854.17	STXBP1	3967
ENSG00000187024.13	PTRH1	2692
ENSG00000160401.14	CFAP157	2708
ENSG00000167094.15	TTC16	5139
ENSG00000160404.17	TOR2A	3496
ENSG00000095370.19	SH2D3C	3124
ENSG00000279363.1	AL162426.1	54
ENSG00000136807.11	CDK9	2463
ENSG00000136877.14	FPGS	2279
ENSG00000106991.13	ENG	3059
ENSG00000106992.17	AK1	2266
ENSG00000160408.14	ST6GALNAC6	2460
ENSG00000136840.18	ST6GALNAC4	1691
ENSG00000167103.11	PIP5KL1	2198
ENSG00000136908.17	DPM2	1662
ENSG00000167106.11	FAM102A	4316
ENSG00000171169.8	NAIF1	3399
ENSG00000148339.12	SLC25A25	3714
ENSG00000148334.14	PTGES2	2331
ENSG00000148346.11	LCN2	877
ENSG00000171159.4	C9orf16	1570
ENSG00000148337.20	CIZ1	3462
ENSG00000106976.19	DNM1	4734
ENSG00000167110.16	GOLGA2	4260
ENSG00000175854.11	SWI5	1048
ENSG00000167112.9	TRUB2	5719
ENSG00000167113.10	COQ4	3127
ENSG00000167114.12	SLC27A4	3028
ENSG00000167118.10	URM1	3045
ENSG00000167123.18	CERCAM	5201
ENSG00000136811.16	ODF2	3899
ENSG00000119392.14	GLE1	3321
ENSG00000197694.13	SPTAN1	7889
ENSG00000119333.11	WDR34	1755
ENSG00000119335.16	SET	2915
ENSG00000160447.6	PKN3	3375
ENSG00000160446.18	ZDHHC12	2536
ENSG00000160445.10	ZER1	4259
ENSG00000107021.15	TBC1D13	3906
ENSG00000167136.6	ENDOG	1172
ENSG00000198917.11	C9orf114	4286
ENSG00000171097.13	CCBL1	2490
ENSG00000136802.11	LRRC8A	4619
ENSG00000175287.18	PHYHD1	2133
ENSG00000251184.1	RP11-101E3.5	378
ENSG00000175283.7	DOLK	2090
ENSG00000095319.14	NUP188	5689
ENSG00000148341.17	SH3GLB2	4828
ENSG00000148343.18	FAM73B	4345
ENSG00000167130.17	DOLPP1	2177
ENSG00000095321.16	CRAT	2763
ENSG00000119383.19	PPP2R4	2845
ENSG00000188483.7	IER5L	2711
ENSG00000148335.14	NTMT1	1562
ENSG00000179058.6	C9orf50	1620
ENSG00000148331.11	ASB6	4535
ENSG00000167157.10	PRRX2	1311
ENSG00000148344.10	PTGES	1868
ENSG00000136816.15	TOR1B	2769
ENSG00000136827.11	TOR1A	2076
ENSG00000136819.14	C9orf78	2390
ENSG00000136878.12	USP20	4458
ENSG00000187239.16	FNBP1	5410
ENSG00000148358.19	GPR107	7353
ENSG00000107130.9	NCS1	4991
ENSG00000148357.16	HMCN2	15610
ENSG00000130707.17	ASS1	1973
ENSG00000107164.15	FUBP3	3124
ENSG00000130711.3	PRDM12	2476
ENSG00000130713.15	EXOSC2	2766
ENSG00000097007.17	ABL1	5766
ENSG00000188710.2	QRFP	1658
ENSG00000130720.12	FIBCD1	3253
ENSG00000050555.17	LAMC3	6133
ENSG00000126878.12	AIF1L	3515
ENSG00000126883.16	NUP214	7600
ENSG00000126882.12	FAM78A	4560
ENSG00000160539.4	PLPP7	2095
ENSG00000130723.17	PRRC2B	11042
ENSG00000130714.15	POMT1	3420
ENSG00000130717.12	UCK1	2237
ENSG00000107263.18	RAPGEF1	6256
ENSG00000160563.13	MED27	1431
ENSG00000196358.10	NTNG2	4792
ENSG00000107290.13	SETX	11100
ENSG00000125482.12	TTF1	3052
ENSG00000188523.8	CFAP77	1818
ENSG00000125492.9	BARHL1	2341
ENSG00000125485.17	DDX31	4577
ENSG00000125484.11	GTF3C4	9043
ENSG00000165695.9	AK8	2465
ENSG00000165698.15	C9orf9	2536
ENSG00000165699.13	TSC1	8604
ENSG00000165702.12	GFI1B	2449
ENSG00000148308.17	GTF3C5	2406
ENSG00000170835.13	CEL	2384
ENSG00000160271.14	RALGDS	5817
ENSG00000148288.11	GBGT1	2948
ENSG00000171102.14	OBP2B	961
ENSG00000175164.13	ABO	6341
ENSG00000148296.6	SURF6	4447
ENSG00000148297.15	MED22	4367
ENSG00000148303.16	RPL7A	1164
ENSG00000148290.9	SURF1	1093
ENSG00000148291.9	SURF2	842
ENSG00000148248.13	SURF4	3200
ENSG00000198870.7	STKLD1	2825
ENSG00000148300.11	REXO4	2360
ENSG00000160323.18	ADAMTS13	4934
ENSG00000160325.14	CACFD1	2880
ENSG00000160326.13	SLC2A6	3417
ENSG00000187616.4	TMEM8C	818
ENSG00000197859.9	ADAMTSL2	4270
ENSG00000196990.8	FAM163B	1131
ENSG00000123454.10	DBH	2763
ENSG00000123453.16	SARDH	3344
ENSG00000160293.16	VAV2	5101
ENSG00000169925.16	BRD3	5652
ENSG00000196363.9	WDR5	3151
ENSG00000186350.9	RXRA	5770
ENSG00000130635.15	COL5A1	8471
ENSG00000160339.15	FCN2	1057
ENSG00000085265.10	FCN1	4369
ENSG00000130558.18	OLFM1	2624
ENSG00000196422.10	PPP1R26	4932
ENSG00000160345.12	C9orf116	1278
ENSG00000122140.10	MRPS2	1640
ENSG00000160349.9	LCN1	776
ENSG00000122136.13	OBP2A	914
ENSG00000122133.16	PAEP	990
ENSG00000204007.6	GLT6D1	1526
ENSG00000148386.9	LCN9	798
ENSG00000165643.10	SOHLH1	1987
ENSG00000107147.11	KCNT1	7057
ENSG00000130559.18	CAMSAP1	7696
ENSG00000130560.8	UBAC1	1867
ENSG00000148411.7	NACC2	6899
ENSG00000238227.7	C9orf69	2823
ENSG00000107187.15	LHX3	2698
ENSG00000165661.15	QSOX2	4530
ENSG00000279813.1	CR392000.1	1228
ENSG00000260220.5	CCDC187	3918
ENSG00000160360.11	GPSM1	3633
ENSG00000213221.4	DNLZ	2934
ENSG00000187796.13	CARD9	4574
ENSG00000165684.3	SNAPC4	5010
ENSG00000165689.16	SDCCAG3	2314
ENSG00000165688.11	PMPCA	3341
ENSG00000148384.11	INPP5E	3394
ENSG00000148396.18	SEC16A	8982
ENSG00000148400.9	NOTCH1	9371
ENSG00000172889.15	EGFL7	2125
ENSG00000169692.12	AGPAT2	1512
ENSG00000165716.9	FAM69B	2410
ENSG00000187922.13	LCN10	3262
ENSG00000204003.8	RP11-216L13.16	2420
ENSG00000267206.5	LCN6	1015
ENSG00000204001.9	LCN8	2625
ENSG00000177984.6	LCN15	2885
ENSG00000244187.7	TMEM141	839
ENSG00000272896.1	RP11-216L13.17	735
ENSG00000213213.13	CCDC183	2321
ENSG00000196642.16	RABL6	3969
ENSG00000282955.1	RABL6	2193
ENSG00000232434.2	C9orf172	4387
ENSG00000054148.17	PHPT1	1316
ENSG00000177943.13	MAMDC4	4112
ENSG00000107223.12	EDF1	809
ENSG00000127191.17	TRAF2	2264
ENSG00000159069.13	FBXW5	2392
ENSG00000176919.11	C8G	855
ENSG00000184925.11	LCN12	1804
ENSG00000107317.11	PTGDS	989
ENSG00000214402.6	LCNL1	3706
ENSG00000148362.10	C9orf142	1077
ENSG00000169583.12	CLIC3	1017
ENSG00000107331.16	ABCA2	8154
ENSG00000180549.7	FUT7	2584
ENSG00000279073.3	RP11-229P13.27	765
ENSG00000107281.9	NPDC1	2187
ENSG00000054179.11	ENTPD2	2095
ENSG00000186193.8	SAPCD2	3848
ENSG00000197355.10	UAP1L1	4412
ENSG00000177239.14	MAN1B1	5048
ENSG00000176978.13	DPP7	1590
ENSG00000176884.14	GRIN1	5149
ENSG00000184709.7	LRRC26	1209
ENSG00000261793.1	RP11-350O14.18	460
ENSG00000185863.7	TMEM210	873
ENSG00000176248.8	ANAPC2	2632
ENSG00000176101.11	SSNA1	1170
ENSG00000176058.11	TPRN	3350
ENSG00000187713.6	TMEM203	1557
ENSG00000188566.11	NDOR1	2497
ENSG00000212864.3	RNF208	1135
ENSG00000197191.4	CYSRT1	1297
ENSG00000233198.3	RNF224	1798
ENSG00000198569.9	SLC34A3	2162
ENSG00000188229.5	TUBB4B	2035
ENSG00000188163.7	FAM166A	1720
ENSG00000197768.10	C9orf173	1207
ENSG00000188986.5	NELFB	2698
ENSG00000198113.2	TOR4A	4148
ENSG00000198435.3	NRARP	1770
ENSG00000187609.15	EXD3	2932
ENSG00000188747.8	NOXA1	1678
ENSG00000188833.9	ENTPD8	2836
ENSG00000165802.19	NSMF	3646
ENSG00000130653.15	PNPLA7	5308
ENSG00000182154.7	MRPL41	1262
ENSG00000148399.11	DPH7	1847
ENSG00000165724.5	ZMYND19	1375
ENSG00000197070.13	ARRDC1	3185
ENSG00000181090.17	EHMT1	7842
ENSG00000148408.12	CACNA1B	9790
ENSG00000261456.5	TUBB8	2438
ENSG00000015171.18	ZMYND11	4306
ENSG00000151240.16	DIP2C	7888
ENSG00000180525.11	PRR26	7250
ENSG00000107929.14	LARP4B	8546
ENSG00000107937.18	GTPBP4	5075
ENSG00000148377.5	IDI2	1359
ENSG00000067064.10	IDI1	2301
ENSG00000047056.14	WDR37	4582
ENSG00000185736.15	ADARB2	8421
ENSG00000067057.16	PFKP	2769
ENSG00000107959.15	PITRM1	3487
ENSG00000067082.14	KLF6	4656
ENSG00000165568.17	AKR1E2	1655
ENSG00000151632.16	AKR1C2	3756
ENSG00000187134.12	AKR1C1	6705
ENSG00000196139.12	AKR1C3	1807
ENSG00000282883.1	AKR1C3	972
ENSG00000198610.10	AKR1C4	1414
ENSG00000178473.6	UCN3	1200
ENSG00000178462.11	TUBAL3	1798
ENSG00000173848.18	NET1	3402
ENSG00000178372.7	CALML5	859
ENSG00000178363.4	CALML3	2763
ENSG00000196372.12	ASB13	2780
ENSG00000108021.19	FAM208B	8626
ENSG00000057608.16	GDI2	2499
ENSG00000134461.15	ANKRD16	2738
ENSG00000134452.19	FBXO18	3702
ENSG00000134470.19	IL15RA	1850
ENSG00000134460.15	IL2RA	3176
ENSG00000134453.15	RBM17	3751
ENSG00000170525.18	PFKFB3	4483
ENSG00000065675.14	PRKCQ	3285
ENSG00000198879.11	SFMBT2	8024
ENSG00000123243.14	ITIH5	6945
ENSG00000151655.17	ITIH2	3193
ENSG00000151657.11	KIN	6348
ENSG00000165629.19	ATP5C1	1163
ENSG00000165632.7	TAF3	4872
ENSG00000107485.15	GATA3	3078
ENSG00000048740.17	CELF2	8044
ENSG00000148429.14	USP6NL	11377
ENSG00000134463.14	ECHDC3	1767
ENSG00000148426.12	PROSER2	3333
ENSG00000151461.19	UPF2	5569
ENSG00000181192.11	DHTKD1	5159
ENSG00000065665.20	SEC61A2	2462
ENSG00000165609.12	NUDT5	3433
ENSG00000151465.13	CDC123	1542
ENSG00000183049.12	CAMK1D	8153
ENSG00000151468.10	CCDC3	3180
ENSG00000123240.16	OPTN	3521
ENSG00000065328.16	MCM10	4587
ENSG00000165623.9	UCMA	826
ENSG00000107537.13	PHYH	1829
ENSG00000086475.14	SEPHS1	3273
ENSG00000165626.16	BEND7	6524
ENSG00000165630.13	PRPF18	1717
ENSG00000282246.1	RP11-295P9.13	1204
ENSG00000151474.19	FRMD4A	6821
ENSG00000065809.13	FAM107B	3785
ENSG00000185267.9	CDNF	1492
ENSG00000187522.13	HSPA14	1904
ENSG00000152455.15	SUV39H2	3087
ENSG00000152457.17	DCLRE1C	3532
ENSG00000197889.9	MEIG1	625
ENSG00000152463.14	OLAH	1767
ENSG00000176244.6	ACBD7	1322
ENSG00000152464.14	RPP38	1537
ENSG00000152465.17	NMT2	2907
ENSG00000148468.16	FAM171A1	3952
ENSG00000077943.7	ITGA8	6755
ENSG00000148481.13	FAM188A	2452
ENSG00000165983.14	PTER	3777
ENSG00000165985.9	C1QL3	2493
ENSG00000148484.17	RSU1	3919
ENSG00000107611.14	CUBN	11949
ENSG00000107614.21	TRDMT1	8230
ENSG00000026025.13	VIM	2666
ENSG00000148488.15	ST8SIA6	2276
ENSG00000165996.13	HACD1	2237
ENSG00000136738.14	STAM	2972
ENSG00000148483.8	TMEM236	5464
ENSG00000260314.2	MRC1	5198
ENSG00000148482.11	SLC39A12	2808
ENSG00000165995.18	CACNB2	4464
ENSG00000241058.3	NSUN6	2201
ENSG00000165997.4	ARL5B	7196
ENSG00000204740.9	MALRD1	6880
ENSG00000120594.16	PLXDC2	12468
ENSG00000078114.18	NEBL	9216
ENSG00000204683.10	C10orf113	614
ENSG00000204682.5	CASC10	3801
ENSG00000180592.16	SKIDA1	6598
ENSG00000078403.16	MLLT10	5126
ENSG00000136770.10	DNAJC1	2106
ENSG00000223601.2	EBLN1	1208
ENSG00000148444.15	COMMD3	2290
ENSG00000269897.5	COMMD3-BMI1	1419
ENSG00000168283.13	BMI1	3428
ENSG00000077327.15	SPAG6	2770
ENSG00000150867.13	PIP4K2A	3802
ENSG00000165309.13	ARMC3	3258
ENSG00000148450.12	MSRB2	1803
ENSG00000168267.5	PTF1A	1537
ENSG00000179133.11	C10orf67	2799
ENSG00000165312.6	OTUD1	2933
ENSG00000120549.16	KIAA1217	7383
ENSG00000107863.16	ARHGAP21	7167
ENSG00000099256.18	PRTFDC1	1944
ENSG00000151023.16	ENKUR	3382
ENSG00000185875.12	THNSL1	3788
ENSG00000151025.9	GPR158	6959
ENSG00000095777.14	MYO3A	5581
ENSG00000136750.11	GAD2	5858
ENSG00000077420.15	APBB1IP	2771
ENSG00000148459.15	PDSS1	1626
ENSG00000136754.16	ABI1	3689
ENSG00000107890.16	ANKRD26	6827
ENSG00000136758.18	YME1L1	4127
ENSG00000120539.14	MASTL	3623
ENSG00000107897.18	ACBD5	4173
ENSG00000182077.10	PTCHD3	2529
ENSG00000099246.16	RAB18	4931
ENSG00000150051.13	MKX	3846
ENSG00000169126.15	ARMC4	3572
ENSG00000150054.18	MPP7	5080
ENSG00000095787.21	WAC	5924
ENSG00000095739.10	BAMBI	1884
ENSG00000120563.8	LYZL1	815
ENSG00000197321.14	SVIL	8201
ENSG00000165757.8	KIAA1462	9265
ENSG00000107951.12	MTPAP	5601
ENSG00000107968.9	MAP3K8	3096
ENSG00000151033.8	LYZL2	818
ENSG00000183621.15	ZNF438	3344
ENSG00000148516.21	ZEB1	6267
ENSG00000165322.17	ARHGAP12	5084
ENSG00000170759.10	KIF5B	5877
ENSG00000120616.15	EPC1	7386
ENSG00000216937.11	CCDC7	3998
ENSG00000150076.22	CCDC7	2729
ENSG00000150093.18	ITGB1	3784
ENSG00000099250.17	NRP1	5882
ENSG00000148498.15	PARD3	6005
ENSG00000108094.14	CUL2	4440
ENSG00000095794.19	CREM	2306
ENSG00000108100.17	CCNY	4768
ENSG00000177291.3	GJD4	1580
ENSG00000177283.5	FZD8	4030
ENSG00000148513.17	ANKRD30A	4762
ENSG00000256892.2	MTRNR2L7	1535
ENSG00000198105.11	ZNF248	5141
ENSG00000175395.15	ZNF25	4139
ENSG00000189180.15	ZNF33A	6196
ENSG00000075407.17	ZNF37A	8738
ENSG00000196693.14	ZNF33B	5958
ENSG00000165733.7	BMS1	7753
ENSG00000165731.17	RET	5659
ENSG00000169826.7	CSGALNACT2	3730
ENSG00000198915.11	RASGEF1A	4104
ENSG00000150201.14	FXYD4	778
ENSG00000169813.16	HNRNPF	2755
ENSG00000243660.9	ZNF487	2745
ENSG00000196793.13	ZNF239	2389
ENSG00000198298.12	ZNF485	2054
ENSG00000169740.13	ZNF32	1201
ENSG00000277288.3	C10orf142	1110
ENSG00000107562.16	CXCL12	3532
ENSG00000187783.11	TMEM72	3009
ENSG00000107551.20	RASSF4	4350
ENSG00000165507.8	C10orf10	2120
ENSG00000165512.4	ZNF22	2551
ENSG00000256574.6	OR13A1	2078
ENSG00000012779.10	ALOX5	2506
ENSG00000165406.15	MARCH8	5638
ENSG00000172671.19	ZFAND4	3821
ENSG00000172661.17	FAM21C	4669
ENSG00000188234.13	AGAP4	2784
ENSG00000265354.3	TIMM23	1222
ENSG00000266412.5	NCOA4	3549
ENSG00000263639.5	MSMB	488
ENSG00000274209.4	ANTXRL	2206
ENSG00000279058.1	CTGLF11P	2058
ENSG00000264230.7	ANXA8L1	2872
ENSG00000204174.6	NPY4R	1956
ENSG00000204175.5	GPRIN2	1966
ENSG00000204176.13	SYT15	6428
ENSG00000204179.10	PTPN20	3125
ENSG00000266524.2	GDF10	2458
ENSG00000263761.2	GDF2	1955
ENSG00000265203.1	RBP3	4276
ENSG00000265763.3	ZNF488	3496
ENSG00000265190.6	ANXA8	2174
ENSG00000189090.7	FAM25G	374
ENSG00000204172.12	AGAP9	2387
ENSG00000277758.4	ABC7-42404400C24.1	5321
ENSG00000276430.2	FAM25C	319
ENSG00000170324.19	FRMPD2	4997
ENSG00000107643.15	MAPK8	5844
ENSG00000128805.14	ARHGAP22	2764
ENSG00000128815.17	WDFY4	9962
ENSG00000165383.10	LRRC18	1626
ENSG00000165633.12	VSTM4	6392
ENSG00000172538.6	FAM170B	1401
ENSG00000204161.13	C10orf128	2070
ENSG00000177354.11	C10orf71	5230
ENSG00000165606.8	DRGX	2738
ENSG00000225830.10	ERCC6	11026
ENSG00000243251.5	PGBD3	2212
ENSG00000258838.5	ERCC6-PGBD3	3439
ENSG00000070748.17	CHAT	2528
ENSG00000187714.6	SLC18A3	2420
ENSG00000178645.12	C10orf53	2415
ENSG00000197444.9	OGDHL	3704
ENSG00000227345.8	PARG	4128
ENSG00000204152.10	TIMM23B	2623
ENSG00000204149.9	AGAP6	2703
ENSG00000099290.15	FAM21A	4642
ENSG00000188611.14	ASAH2	6880
ENSG00000198964.13	SGMS1	3744
ENSG00000204147.9	ASAH2B	3715
ENSG00000148584.14	A1CF	9517
ENSG00000185532.15	PRKG1	6928
ENSG00000177613.8	CSTF2T	4105
ENSG00000107984.9	DKK1	1790
ENSG00000165471.6	MBL2	3569
ENSG00000150275.17	PCDH15	9249
ENSG00000249860.3	MTRNR2L5	739
ENSG00000122952.16	ZWINT	1961
ENSG00000151151.5	IPMK	6133
ENSG00000122873.11	CISD1	2479
ENSG00000072401.14	UBE2D1	2659
ENSG00000108064.10	TFAM	5414
ENSG00000122870.11	BICC1	5475
ENSG00000165443.11	PHYHIPL	3578
ENSG00000148541.12	FAM13C	3458
ENSG00000165449.11	SLC16A9	4178
ENSG00000227877.6	MRLN	898
ENSG00000108091.10	CCDC6	5811
ENSG00000151150.20	ANK3	16874
ENSG00000170312.15	CDK1	1948
ENSG00000072422.16	RHOBTB1	4473
ENSG00000196932.11	TMEM26	5151
ENSG00000183346.6	C10orf107	1685
ENSG00000150347.14	ARID5B	7891
ENSG00000182010.10	RTKN2	6641
ENSG00000138311.15	ZNF365	4173
ENSG00000181915.4	ADO	3627
ENSG00000122877.13	EGR2	2968
ENSG00000148572.14	NRBF2	1853
ENSG00000171988.17	JMJD1C	8666
ENSG00000165476.13	REEP3	5205
ENSG00000183230.16	CTNNA3	10675
ENSG00000198739.10	LRRTM3	4358
ENSG00000108176.14	DNAJC12	1201
ENSG00000096717.11	SIRT1	4094
ENSG00000148634.15	HERC4	6391
ENSG00000138347.15	MYPN	6116
ENSG00000179774.8	ATOH7	1480
ENSG00000108187.15	PBLD	2587
ENSG00000096746.17	HNRNPH3	3356
ENSG00000204130.12	RUFY2	4502
ENSG00000138346.14	DNA2	4208
ENSG00000122912.14	SLC25A16	6529
ENSG00000138336.8	TET1	9288
ENSG00000060339.13	CCAR1	4683
ENSG00000165730.14	STOX1	3377
ENSG00000107625.12	DDX50	2538
ENSG00000165732.12	DDX21	4829
ENSG00000198954.6	KIF1BP	2544
ENSG00000122862.4	SRGN	1208
ENSG00000122958.14	VPS26A	3229
ENSG00000156502.13	SUPV3L1	2484
ENSG00000156510.12	HKDC1	3689
ENSG00000156515.21	HK1	3961
ENSG00000075073.14	TACR2	2083
ENSG00000099282.9	TSPAN15	1698
ENSG00000122859.4	NEUROG3	1376
ENSG00000171224.8	C10orf35	1065
ENSG00000197467.13	COL13A1	3093
ENSG00000099284.13	H2AFY2	1980
ENSG00000042286.14	AIFM2	3247
ENSG00000156521.13	TYSND1	3644
ENSG00000079332.14	SAR1A	5981
ENSG00000180817.11	PPA1	3524
ENSG00000148734.7	NPFFR1	8921
ENSG00000172731.13	LRRC20	3414
ENSG00000148730.6	EIF4EBP2	7257
ENSG00000156574.9	NODAL	1665
ENSG00000107719.8	PALD1	4555
ENSG00000180644.6	PRF1	2533
ENSG00000138316.10	ADAMTS14	5269
ENSG00000166220.12	TBATA	1586
ENSG00000166224.16	SGPL1	5745
ENSG00000166228.8	PCBD1	1006
ENSG00000107731.12	UNC5B	6841
ENSG00000198246.7	SLC29A3	2257
ENSG00000107736.19	CDH23	11139
ENSG00000214688.4	C10orf105	4837
ENSG00000107738.19	C10orf54	4689
ENSG00000197746.13	PSAP	2872
ENSG00000122863.5	CHST3	6970
ENSG00000107742.12	SPOCK2	5445
ENSG00000138303.17	ASCC1	2683
ENSG00000166295.8	ANAPC16	3567
ENSG00000168209.4	DDIT4	1748
ENSG00000148719.14	DNAJB12	4360
ENSG00000107745.17	MICU1	2488
ENSG00000156026.14	MCU	3224
ENSG00000138315.12	OIT3	2365
ENSG00000138308.5	PLA2G12B	1128
ENSG00000122884.12	P4HA1	2844
ENSG00000166321.13	NUDT13	2258
ENSG00000122882.10	ECD	3069
ENSG00000138286.14	FAM149B1	5408
ENSG00000213551.4	DNAJC9	3032
ENSG00000182180.13	MRPS16	2634
ENSG00000156042.17	CFAP70	6686
ENSG00000138279.15	ANXA7	2452
ENSG00000166343.9	MSS51	2421
ENSG00000107758.15	PPP3CB	3501
ENSG00000166348.17	USP54	6247
ENSG00000177791.11	MYOZ1	1541
ENSG00000166317.11	SYNPO2L	4921
ENSG00000172650.12	AGAP5	2779
ENSG00000176986.15	SEC24C	4668
ENSG00000196968.10	FUT11	2408
ENSG00000172586.7	CHCHD1	1202
ENSG00000214655.10	ZSWIM8	6075
ENSG00000272916.5	RP11-574K11.31	5818
ENSG00000166507.16	NDST2	3749
ENSG00000148660.20	CAMK2G	3824
ENSG00000122861.15	PLAU	2658
ENSG00000222047.8	C10orf55	2513
ENSG00000035403.16	VCL	7995
ENSG00000185009.12	AP3M1	5124
ENSG00000156110.13	ADK	2222
ENSG00000156650.12	KAT6B	8287
ENSG00000188716.5	DUPD1	663
ENSG00000079393.20	DUSP13	1778
ENSG00000156671.12	SAMD8	6935
ENSG00000165637.13	VDAC2	1557
ENSG00000165644.10	COMTD1	1094
ENSG00000165655.15	ZNF503	3347
ENSG00000148655.14	C10orf11	3923
ENSG00000281042.1	AC013286.1	48
ENSG00000156113.20	KCNMA1	11397
ENSG00000151208.16	DLG5	7415
ENSG00000148606.12	POLR3A	6640
ENSG00000138326.18	RPS24	2814
ENSG00000108175.16	ZMIZ1	7546
ENSG00000108179.13	PPIF	2190
ENSG00000165424.6	ZCCHC24	4933
ENSG00000253626.3	EIF5AL1	3840
ENSG00000185303.15	SFTPA2	2189
ENSG00000122852.14	SFTPA1	2212
ENSG00000188199.10	NUTM2B	3970
ENSG00000228570.7	NUTM2E	3623
ENSG00000133661.15	SFTPD	1281
ENSG00000133678.13	TMEM254	2154
ENSG00000189129.13	PLAC9	785
ENSG00000122359.17	ANXA11	6965
ENSG00000151224.12	MAT1A	3410
ENSG00000170788.13	DYDC1	829
ENSG00000133665.12	DYDC2	2254
ENSG00000122378.13	FAM213A	5859
ENSG00000108219.14	TSPAN14	16183
ENSG00000178217.13	SH2D4B	3983
ENSG00000185737.12	NRG3	3530
ENSG00000165678.19	GHITM	2375
ENSG00000188373.4	C10orf99	888
ENSG00000148600.14	CDHR1	6781
ENSG00000204033.9	LRIT2	3177
ENSG00000148602.5	LRIT1	2228
ENSG00000148604.13	RGR	2502
ENSG00000107771.15	CCSER2	7664
ENSG00000182771.17	GRID1	5834
ENSG00000062650.17	WAPL	6333
ENSG00000122375.11	OPN4	2401
ENSG00000122367.19	LDB3	5436
ENSG00000107779.11	BMPR1A	11255
ENSG00000173269.13	MMRN2	4375
ENSG00000173267.13	SNCG	794
ENSG00000148671.13	ADIRF	917
ENSG00000188100.8	FAM25A	345
ENSG00000148672.8	GLUD1	3039
ENSG00000122376.11	FAM35A	3614
ENSG00000184923.12	NUTM2A	3974
ENSG00000214562.13	NUTM2D	5543
ENSG00000107789.15	MINPP1	2415
ENSG00000198682.12	PAPSS2	3949
ENSG00000138138.13	ATAD1	4640
ENSG00000227268.3	KLLN	4277
ENSG00000171862.9	PTEN	9027
ENSG00000184719.11	RNLS	3385
